GC_Content	AT_Content	Sequence_Length	Num_A	Num_T	Num_C	Num_G	kmer_3_freq	Mutation_Flag	Class_Label	Disease_Risk	GC_AT_Sum	Risk_Level_Num
42.0	58.0	100	33	25	20	22	0.791	0	Bacteria	High	100.0	3
43.0	57.0	100	28	29	20	23	0.836	1	Bacteria	High	100.0	3
48.0	52.0	100	28	24	21	27	0.653	1	Plant	High	100.0	3
58.0	42.0	100	22	20	26	32	0.632	1	Human	Low	100.0	1
53.0	47.0	100	25	22	25	28	0.241	0	Bacteria	Low	100.0	1
43.0	57.0	100	19	38	19	24	0.682	1	Human	Medium	100.0	2
54.0	46.0	100	21	25	29	25	0.273	0	Bacteria	Low	100.0	1
45.0	55.0	100	24	31	20	25	0.283	1	Bacteria	Low	100.0	1
40.0	60.0	100	35	25	20	20	0.532	0	Plant	Medium	100.0	2
55.0	45.0	100	26	19	26	29	0.684	0	Virus	Low	100.0	1
59.0	41.0	100	23	18	25	34	0.147	1	Plant	Medium	100.0	2
46.0	54.0	100	28	26	21	25	0.959	1	Plant	Low	100.0	1
47.0	53.0	100	23	30	26	21	0.756	1	Bacteria	Low	100.0	1
44.0	56.0	100	23	33	21	23	0.177	1	Virus	Medium	100.0	2
61.0	39.0	100	23	16	19	42	0.795	1	Virus	High	100.0	3
50.0	50.0	100	22	28	22	28	0.288	1	Virus	Low	100.0	1
48.0	52.0	100	29	23	21	27	0.706	1	Plant	High	100.0	3
47.0	53.0	100	29	24	28	19	0.514	1	Human	Low	100.0	1
56.0	44.0	100	26	18	27	29	0.463	0	Bacteria	Medium	100.0	2
47.0	53.0	100	25	28	20	27	0.1	1	Virus	Low	100.0	1
47.0	53.0	100	22	31	25	22	0.887	1	Virus	Medium	100.0	2
48.0	52.0	100	28	24	20	28	0.421	1	Bacteria	High	100.0	3
54.0	46.0	100	22	24	25	29	0.212	0	Plant	High	100.0	3
57.0	43.0	100	19	24	32	25	0.417	1	Virus	Medium	100.0	2
48.0	52.0	100	21	31	24	24	0.672	1	Bacteria	Medium	100.0	2
49.0	51.0	100	24	27	20	29	0.1	0	Plant	Low	100.0	1
50.0	50.0	100	24	26	19	31	0.578	1	Virus	High	100.0	3
42.0	58.0	100	28	30	20	22	0.465	1	Human	High	100.0	3
50.0	50.0	100	31	19	32	18	0.359	0	Virus	High	100.0	3
45.0	55.0	100	34	21	21	24	0.257	0	Virus	Medium	100.0	2
50.0	50.0	100	28	22	28	22	0.465	1	Human	Low	100.0	1
50.0	50.0	100	30	20	28	22	0.755	0	Virus	Low	100.0	1
54.0	46.0	100	25	21	27	27	0.854	0	Bacteria	High	100.0	3
54.0	46.0	100	25	21	32	22	0.525	1	Virus	Low	100.0	1
48.0	52.0	100	25	27	23	25	0.677	1	Virus	Low	100.0	1
47.0	53.0	100	25	28	26	21	0.5	0	Human	Low	100.0	1
53.0	47.0	100	23	24	28	25	0.112	0	Bacteria	Low	100.0	1
54.0	46.0	100	25	21	25	29	0.896	0	Human	High	100.0	3
55.0	45.0	100	20	25	29	26	0.102	0	Human	Low	100.0	1
49.0	51.0	100	30	21	25	24	0.687	1	Bacteria	High	100.0	3
50.0	50.0	100	25	25	22	28	0.388	0	Plant	Medium	100.0	2
46.0	54.0	100	33	21	26	20	0.284	0	Plant	Low	100.0	1
46.0	54.0	100	27	27	18	28	0.967	1	Human	Low	100.0	1
54.0	46.0	100	23	23	28	26	0.189	1	Human	Medium	100.0	2
53.0	47.0	100	21	26	27	26	0.914	0	Bacteria	High	100.0	3
42.0	58.0	100	29	29	19	23	0.243	0	Bacteria	Medium	100.0	2
57.0	43.0	100	24	19	28	29	0.811	1	Virus	Low	100.0	1
52.0	48.0	100	21	27	24	28	0.188	0	Bacteria	High	100.0	3
49.0	51.0	100	26	25	25	24	0.12	0	Bacteria	Medium	100.0	2
43.0	57.0	100	31	26	17	26	0.136	0	Human	Medium	100.0	2
44.0	56.0	100	21	35	16	28	0.48	0	Plant	High	100.0	3
46.0	54.0	100	24	30	22	24	0.67	1	Human	Medium	100.0	2
43.0	57.0	100	30	27	20	23	0.797	1	Human	Low	100.0	1
49.0	51.0	100	22	29	25	24	0.626	1	Plant	Medium	100.0	2
43.0	57.0	100	21	36	17	26	0.6	0	Human	Low	100.0	1
54.0	46.0	100	20	26	31	23	0.149	1	Plant	High	100.0	3
53.0	47.0	100	26	21	29	24	0.975	1	Plant	Medium	100.0	2
53.0	47.0	100	25	22	33	20	0.763	0	Bacteria	Medium	100.0	2
53.0	47.0	100	25	22	23	30	0.419	1	Human	Low	100.0	1
50.0	50.0	100	27	23	28	22	0.618	0	Human	Medium	100.0	2
59.0	41.0	100	24	17	28	31	0.363	0	Human	Low	100.0	1
40.0	60.0	100	31	29	20	20	0.484	0	Bacteria	Medium	100.0	2
56.0	44.0	100	24	20	31	25	0.476	0	Bacteria	Low	100.0	1
51.0	49.0	100	28	21	23	28	0.134	0	Bacteria	Medium	100.0	2
50.0	50.0	100	28	22	24	26	0.491	0	Plant	Medium	100.0	2
53.0	47.0	100	29	18	23	30	0.56	1	Human	Low	100.0	1
46.0	54.0	100	30	24	21	25	0.892	0	Human	Low	100.0	1
42.0	58.0	100	27	31	20	22	0.507	0	Virus	High	100.0	3
54.0	46.0	100	18	28	27	27	0.442	1	Bacteria	Low	100.0	1
55.0	45.0	100	25	20	26	29	0.617	1	Human	High	100.0	3
59.0	41.0	100	18	23	33	26	0.122	0	Virus	Low	100.0	1
51.0	49.0	100	26	23	25	26	0.336	1	Plant	Medium	100.0	2
41.0	59.0	100	26	33	26	15	0.346	0	Bacteria	Medium	100.0	2
49.0	51.0	100	29	22	23	26	0.225	1	Bacteria	Low	100.0	1
51.0	49.0	100	17	32	29	22	0.16	0	Plant	Low	100.0	1
48.0	52.0	100	26	26	25	23	0.852	0	Bacteria	High	100.0	3
56.0	44.0	100	17	27	30	26	0.327	0	Virus	Low	100.0	1
56.0	44.0	100	21	23	30	26	0.926	1	Bacteria	Medium	100.0	2
51.0	49.0	100	29	20	26	25	0.123	0	Human	Medium	100.0	2
45.0	55.0	100	25	30	23	22	0.449	1	Plant	High	100.0	3
56.0	44.0	100	24	20	24	32	0.925	0	Plant	High	100.0	3
55.0	45.0	100	19	26	30	25	0.56	1	Plant	High	100.0	3
46.0	54.0	100	24	30	25	21	0.979	1	Bacteria	Low	100.0	1
50.0	50.0	100	28	22	22	28	0.268	0	Bacteria	High	100.0	3
51.0	49.0	100	28	21	27	24	0.37	1	Bacteria	High	100.0	3
52.0	48.0	100	26	22	30	22	0.56	0	Plant	High	100.0	3
51.0	49.0	100	23	26	22	29	0.736	1	Plant	Medium	100.0	2
55.0	45.0	100	22	23	22	33	0.458	0	Plant	Medium	100.0	2
54.0	46.0	100	18	28	33	21	0.539	0	Virus	High	100.0	3
43.0	57.0	100	26	31	16	27	0.37	0	Bacteria	Low	100.0	1
51.0	49.0	100	25	24	29	22	0.811	1	Human	High	100.0	3
54.0	46.0	100	29	17	31	23	0.414	0	Bacteria	Low	100.0	1
48.0	52.0	100	29	23	19	29	0.3	1	Bacteria	Low	100.0	1
45.0	55.0	100	28	27	17	28	0.969	1	Plant	Medium	100.0	2
54.0	46.0	100	24	22	31	23	0.524	0	Virus	Medium	100.0	2
47.0	53.0	100	30	23	26	21	0.32	1	Virus	Low	100.0	1
53.0	47.0	100	25	22	28	25	0.549	0	Human	Medium	100.0	2
51.0	49.0	100	25	24	23	28	0.191	0	Plant	Low	100.0	1
46.0	54.0	100	27	27	21	25	0.314	0	Bacteria	High	100.0	3
46.0	54.0	100	28	26	25	21	0.729	1	Virus	Medium	100.0	2
49.0	51.0	100	27	24	20	29	0.28	1	Plant	High	100.0	3
48.0	52.0	100	32	20	27	21	0.88	1	Plant	Low	100.0	1
45.0	55.0	100	27	28	22	23	0.851	0	Human	Low	100.0	1
47.0	53.0	100	23	30	24	23	0.586	1	Human	Low	100.0	1
53.0	47.0	100	18	29	27	26	0.215	1	Plant	High	100.0	3
56.0	44.0	100	24	20	28	28	0.736	1	Plant	Medium	100.0	2
48.0	52.0	100	22	30	26	22	0.71	1	Human	High	100.0	3
54.0	46.0	100	23	23	31	23	0.978	1	Bacteria	Medium	100.0	2
59.0	41.0	100	20	21	26	33	0.201	0	Human	Low	100.0	1
47.0	53.0	100	24	29	22	25	0.335	1	Human	Medium	100.0	2
49.0	51.0	100	29	22	26	23	0.134	0	Virus	Medium	100.0	2
51.0	49.0	100	25	24	32	19	0.934	0	Bacteria	Medium	100.0	2
50.0	50.0	100	23	27	17	33	0.225	1	Human	Medium	100.0	2
45.0	55.0	100	23	32	25	20	0.458	1	Virus	Low	100.0	1
52.0	48.0	100	23	25	20	32	0.37	0	Virus	Low	100.0	1
51.0	49.0	100	23	26	26	25	0.907	0	Virus	Low	100.0	1
49.0	51.0	100	26	25	19	30	0.934	1	Human	Low	100.0	1
50.0	50.0	100	22	28	26	24	0.231	1	Virus	Low	100.0	1
46.0	54.0	100	31	23	27	19	0.566	0	Bacteria	Low	100.0	1
51.0	49.0	100	29	20	22	29	0.173	1	Bacteria	Low	100.0	1
52.0	48.0	100	23	25	23	29	0.111	0	Human	Medium	100.0	2
60.0	40.0	100	23	17	32	28	0.143	0	Bacteria	High	100.0	3
46.0	54.0	100	29	25	23	23	0.454	1	Human	Medium	100.0	2
47.0	53.0	100	21	32	23	24	0.168	0	Bacteria	Medium	100.0	2
54.0	46.0	100	26	20	22	32	0.226	0	Human	High	100.0	3
46.0	54.0	100	24	30	20	26	0.678	1	Plant	Low	100.0	1
45.0	55.0	100	34	21	25	20	0.129	0	Virus	Low	100.0	1
44.0	56.0	100	28	28	25	19	0.238	0	Plant	High	100.0	3
52.0	48.0	100	29	19	24	28	0.511	0	Bacteria	High	100.0	3
51.0	49.0	100	26	23	20	31	0.907	1	Plant	High	100.0	3
58.0	42.0	100	19	23	28	30	0.864	0	Plant	Low	100.0	1
44.0	56.0	100	22	34	21	23	0.14	0	Human	Low	100.0	1
48.0	52.0	100	31	21	23	25	0.33	0	Plant	High	100.0	3
51.0	49.0	100	24	25	29	22	0.507	1	Plant	High	100.0	3
54.0	46.0	100	29	17	24	30	0.906	0	Plant	High	100.0	3
49.0	51.0	100	25	26	23	26	0.345	1	Virus	Medium	100.0	2
49.0	51.0	100	20	31	23	26	0.278	1	Human	High	100.0	3
45.0	55.0	100	28	27	21	24	0.968	0	Bacteria	Medium	100.0	2
49.0	51.0	100	23	28	30	19	0.414	1	Plant	Medium	100.0	2
44.0	56.0	100	29	27	21	23	0.414	1	Virus	High	100.0	3
56.0	44.0	100	25	19	30	26	0.628	1	Human	High	100.0	3
45.0	55.0	100	28	27	23	22	0.384	0	Plant	Low	100.0	1
50.0	50.0	100	25	25	24	26	0.337	0	Plant	Medium	100.0	2
57.0	43.0	100	20	23	29	28	0.817	1	Human	Low	100.0	1
48.0	52.0	100	23	29	27	21	0.411	1	Virus	Medium	100.0	2
41.0	59.0	100	31	28	18	23	0.547	0	Human	High	100.0	3
50.0	50.0	100	25	25	25	25	0.642	1	Plant	Low	100.0	1
45.0	55.0	100	32	23	18	27	0.726	0	Plant	Low	100.0	1
49.0	51.0	100	26	25	23	26	0.795	0	Plant	Low	100.0	1
54.0	46.0	100	26	20	27	27	0.169	0	Human	High	100.0	3
53.0	47.0	100	24	23	27	26	0.33	0	Bacteria	High	100.0	3
56.0	44.0	100	22	22	31	25	0.458	1	Virus	Low	100.0	1
53.0	47.0	100	19	28	29	24	0.914	0	Virus	High	100.0	3
46.0	54.0	100	25	29	22	24	0.914	1	Virus	Medium	100.0	2
57.0	43.0	100	19	24	28	29	0.864	0	Virus	Medium	100.0	2
43.0	57.0	100	31	26	23	20	0.807	1	Bacteria	Medium	100.0	2
49.0	51.0	100	21	30	26	23	0.622	0	Plant	Low	100.0	1
59.0	41.0	100	22	19	32	27	0.566	1	Human	Low	100.0	1
43.0	57.0	100	27	30	16	27	0.475	0	Human	High	100.0	3
44.0	56.0	100	25	31	24	20	0.722	1	Human	Medium	100.0	2
58.0	42.0	100	19	23	31	27	0.5	1	Virus	Low	100.0	1
40.0	60.0	100	27	33	22	18	0.467	0	Plant	High	100.0	3
47.0	53.0	100	22	31	33	14	0.376	1	Plant	High	100.0	3
48.0	52.0	100	30	22	27	21	0.385	0	Virus	High	100.0	3
48.0	52.0	100	30	22	22	26	0.924	1	Human	Medium	100.0	2
52.0	48.0	100	25	23	31	21	0.654	0	Bacteria	Medium	100.0	2
52.0	48.0	100	27	21	33	19	0.377	0	Virus	High	100.0	3
54.0	46.0	100	27	19	31	23	0.383	0	Plant	Low	100.0	1
45.0	55.0	100	23	32	25	20	0.181	1	Bacteria	High	100.0	3
60.0	40.0	100	22	18	31	29	0.852	1	Human	Medium	100.0	2
48.0	52.0	100	27	25	21	27	0.682	0	Virus	Medium	100.0	2
53.0	47.0	100	21	26	24	29	0.436	1	Human	Medium	100.0	2
42.0	58.0	100	28	30	20	22	0.528	1	Human	Medium	100.0	2
51.0	49.0	100	24	25	26	25	0.916	0	Bacteria	High	100.0	3
52.0	48.0	100	28	20	28	24	0.635	0	Bacteria	High	100.0	3
53.0	47.0	100	28	19	24	29	0.938	1	Human	Low	100.0	1
52.0	48.0	100	27	21	18	34	0.72	0	Human	High	100.0	3
46.0	54.0	100	25	29	21	25	0.168	0	Virus	Medium	100.0	2
50.0	50.0	100	27	23	24	26	0.314	0	Bacteria	Low	100.0	1
48.0	52.0	100	26	26	21	27	0.842	1	Virus	Medium	100.0	2
51.0	49.0	100	24	25	24	27	0.424	0	Human	High	100.0	3
52.0	48.0	100	26	22	32	20	0.975	0	Bacteria	Medium	100.0	2
50.0	50.0	100	31	19	26	24	0.473	0	Human	High	100.0	3
53.0	47.0	100	20	27	26	27	0.124	0	Virus	Medium	100.0	2
57.0	43.0	100	23	20	25	32	0.988	1	Human	Medium	100.0	2
45.0	55.0	100	27	28	20	25	0.184	1	Bacteria	Low	100.0	1
47.0	53.0	100	26	27	25	22	0.292	1	Bacteria	Medium	100.0	2
55.0	45.0	100	21	24	19	36	0.145	0	Human	Medium	100.0	2
45.0	55.0	100	25	30	27	18	0.726	1	Bacteria	Low	100.0	1
46.0	54.0	100	35	19	20	26	0.431	0	Bacteria	Medium	100.0	2
53.0	47.0	100	26	21	24	29	0.421	0	Human	Low	100.0	1
40.0	60.0	100	30	30	27	13	0.626	1	Bacteria	Low	100.0	1
38.0	62.0	100	29	33	19	19	0.86	1	Virus	Medium	100.0	2
57.0	43.0	100	24	19	25	32	0.341	0	Human	Medium	100.0	2
54.0	46.0	100	28	18	29	25	0.836	0	Virus	High	100.0	3
48.0	52.0	100	22	30	26	22	0.275	0	Human	Medium	100.0	2
56.0	44.0	100	24	20	27	29	0.753	0	Human	Low	100.0	1
49.0	51.0	100	30	21	29	20	0.584	0	Plant	Medium	100.0	2
51.0	49.0	100	25	24	27	24	0.473	1	Bacteria	High	100.0	3
55.0	45.0	100	21	24	29	26	0.763	0	Virus	High	100.0	3
50.0	50.0	100	29	21	22	28	0.278	1	Bacteria	High	100.0	3
46.0	54.0	100	23	31	27	19	0.161	1	Bacteria	Low	100.0	1
52.0	48.0	100	25	23	24	28	0.422	0	Virus	Low	100.0	1
49.0	51.0	100	18	33	25	24	0.322	0	Human	High	100.0	3
57.0	43.0	100	16	27	30	27	0.28	1	Human	Low	100.0	1
53.0	47.0	100	26	21	24	29	0.544	0	Human	Medium	100.0	2
50.0	50.0	100	21	29	20	30	0.852	1	Virus	Medium	100.0	2
51.0	49.0	100	22	27	22	29	0.689	1	Plant	Medium	100.0	2
40.0	60.0	100	25	35	20	20	0.434	0	Human	Low	100.0	1
43.0	57.0	100	32	25	21	22	0.372	0	Virus	High	100.0	3
50.0	50.0	100	20	30	28	22	0.498	1	Human	High	100.0	3
54.0	46.0	100	21	25	28	26	0.327	0	Human	High	100.0	3
42.0	58.0	100	32	26	22	20	0.169	0	Plant	High	100.0	3
54.0	46.0	100	22	24	30	24	0.613	1	Plant	Low	100.0	1
49.0	51.0	100	25	26	27	22	0.521	1	Plant	Low	100.0	1
55.0	45.0	100	23	22	30	25	0.834	1	Virus	High	100.0	3
57.0	43.0	100	17	26	28	29	0.349	1	Bacteria	High	100.0	3
56.0	44.0	100	19	25	28	28	0.698	1	Human	Medium	100.0	2
43.0	57.0	100	23	34	20	23	0.632	1	Virus	High	100.0	3
62.0	38.0	100	20	18	34	28	0.192	0	Virus	Medium	100.0	2
46.0	54.0	100	27	27	25	21	0.35	1	Plant	Low	100.0	1
43.0	57.0	100	29	28	22	21	0.333	1	Bacteria	High	100.0	3
53.0	47.0	100	22	25	24	29	0.503	0	Virus	Medium	100.0	2
55.0	45.0	100	29	16	30	25	0.623	0	Human	High	100.0	3
51.0	49.0	100	28	21	27	24	0.119	0	Plant	High	100.0	3
50.0	50.0	100	30	20	23	27	0.598	0	Plant	Low	100.0	1
57.0	43.0	100	17	26	30	27	0.125	0	Virus	High	100.0	3
45.0	55.0	100	33	22	21	24	0.718	1	Virus	Medium	100.0	2
59.0	41.0	100	25	16	24	35	0.455	0	Human	Medium	100.0	2
50.0	50.0	100	21	29	25	25	0.218	1	Human	Medium	100.0	2
45.0	55.0	100	23	32	21	24	0.971	1	Plant	High	100.0	3
41.0	59.0	100	24	35	24	17	0.277	0	Plant	Low	100.0	1
53.0	47.0	100	19	28	22	31	0.314	0	Human	Low	100.0	1
55.0	45.0	100	22	23	29	26	0.497	0	Virus	Low	100.0	1
47.0	53.0	100	22	31	25	22	0.373	1	Plant	High	100.0	3
51.0	49.0	100	24	25	28	23	0.446	1	Human	Medium	100.0	2
57.0	43.0	100	21	22	30	27	0.627	0	Virus	High	100.0	3
50.0	50.0	100	26	24	25	25	0.601	0	Plant	Medium	100.0	2
50.0	50.0	100	21	29	30	20	0.944	1	Human	High	100.0	3
60.0	40.0	100	18	22	34	26	0.324	0	Virus	Medium	100.0	2
37.0	63.0	100	31	32	16	21	0.982	0	Plant	Low	100.0	1
46.0	54.0	100	31	23	25	21	0.297	0	Virus	Medium	100.0	2
42.0	58.0	100	30	28	23	19	0.683	0	Bacteria	Medium	100.0	2
43.0	57.0	100	31	26	29	14	0.852	0	Bacteria	Medium	100.0	2
46.0	54.0	100	25	29	17	29	0.429	0	Bacteria	Low	100.0	1
52.0	48.0	100	21	27	25	27	0.124	0	Virus	High	100.0	3
47.0	53.0	100	25	28	20	27	0.835	0	Virus	High	100.0	3
46.0	54.0	100	27	27	21	25	0.194	1	Plant	High	100.0	3
40.0	60.0	100	31	29	22	18	0.486	1	Virus	Low	100.0	1
50.0	50.0	100	33	17	27	23	0.477	0	Human	Low	100.0	1
43.0	57.0	100	32	25	15	28	0.555	0	Bacteria	Low	100.0	1
49.0	51.0	100	30	21	28	21	0.486	0	Plant	Low	100.0	1
48.0	52.0	100	21	31	23	25	0.604	0	Human	Medium	100.0	2
55.0	45.0	100	21	24	30	25	0.264	0	Virus	High	100.0	3
47.0	53.0	100	24	29	29	18	0.138	1	Bacteria	Low	100.0	1
58.0	42.0	100	19	23	35	23	0.293	0	Human	Medium	100.0	2
50.0	50.0	100	26	24	22	28	0.807	1	Bacteria	High	100.0	3
50.0	50.0	100	24	26	27	23	0.941	0	Virus	Medium	100.0	2
42.0	58.0	100	31	27	26	16	0.106	1	Plant	Medium	100.0	2
49.0	51.0	100	32	19	27	22	0.232	0	Bacteria	Low	100.0	1
62.0	38.0	100	18	20	29	33	0.809	1	Human	High	100.0	3
40.0	60.0	100	25	35	20	20	0.767	1	Virus	Low	100.0	1
45.0	55.0	100	36	19	26	19	0.935	1	Bacteria	High	100.0	3
52.0	48.0	100	24	24	29	23	0.247	1	Human	Medium	100.0	2
47.0	53.0	100	26	27	25	22	0.179	0	Plant	Low	100.0	1
42.0	58.0	100	26	32	17	25	0.883	0	Bacteria	Low	100.0	1
46.0	54.0	100	29	25	28	18	0.901	0	Virus	Low	100.0	1
53.0	47.0	100	25	22	31	22	0.883	0	Plant	High	100.0	3
52.0	48.0	100	24	24	27	25	0.149	0	Virus	High	100.0	3
55.0	45.0	100	22	23	30	25	0.253	1	Virus	High	100.0	3
57.0	43.0	100	19	24	23	34	0.867	0	Human	Low	100.0	1
43.0	57.0	100	34	23	21	22	0.783	1	Bacteria	Medium	100.0	2
44.0	56.0	100	29	27	23	21	0.932	1	Plant	Medium	100.0	2
51.0	49.0	100	25	24	18	33	0.393	1	Plant	Low	100.0	1
49.0	51.0	100	22	29	27	22	0.184	1	Virus	High	100.0	3
63.0	37.0	100	18	19	27	36	0.653	1	Virus	Medium	100.0	2
46.0	54.0	100	34	20	24	22	0.745	0	Plant	Low	100.0	1
53.0	47.0	100	22	25	26	27	0.251	0	Bacteria	Low	100.0	1
49.0	51.0	100	22	29	24	25	0.624	0	Plant	Low	100.0	1
51.0	49.0	100	20	29	27	24	0.933	0	Plant	Low	100.0	1
41.0	59.0	100	24	35	19	22	0.713	1	Plant	Low	100.0	1
45.0	55.0	100	32	23	20	25	0.926	0	Bacteria	Low	100.0	1
50.0	50.0	100	28	22	33	17	0.262	1	Bacteria	Low	100.0	1
54.0	46.0	100	21	25	23	31	0.103	0	Plant	High	100.0	3
53.0	47.0	100	22	25	21	32	0.904	0	Bacteria	Medium	100.0	2
52.0	48.0	100	23	25	25	27	0.617	0	Plant	Medium	100.0	2
50.0	50.0	100	31	19	26	24	0.898	0	Human	Low	100.0	1
55.0	45.0	100	18	27	25	30	0.587	0	Plant	Low	100.0	1
53.0	47.0	100	24	23	30	23	0.907	1	Virus	Medium	100.0	2
53.0	47.0	100	24	23	26	27	0.397	1	Virus	Low	100.0	1
41.0	59.0	100	29	30	17	24	0.172	0	Bacteria	High	100.0	3
53.0	47.0	100	22	25	28	25	0.694	0	Bacteria	Low	100.0	1
44.0	56.0	100	26	30	20	24	0.803	0	Plant	Medium	100.0	2
54.0	46.0	100	20	26	35	19	0.395	1	Bacteria	Low	100.0	1
54.0	46.0	100	18	28	29	25	0.982	1	Virus	Medium	100.0	2
54.0	46.0	100	23	23	24	30	0.27	1	Plant	High	100.0	3
51.0	49.0	100	22	27	26	25	0.827	1	Plant	Medium	100.0	2
58.0	42.0	100	25	17	32	26	0.747	1	Bacteria	High	100.0	3
48.0	52.0	100	24	28	22	26	0.205	0	Plant	High	100.0	3
65.0	35.0	100	12	23	36	29	0.509	1	Bacteria	Low	100.0	1
43.0	57.0	100	37	20	27	16	0.975	0	Bacteria	High	100.0	3
50.0	50.0	100	25	25	23	27	0.45	1	Virus	Medium	100.0	2
50.0	50.0	100	25	25	22	28	0.182	1	Virus	Low	100.0	1
50.0	50.0	100	26	24	24	26	0.786	1	Plant	High	100.0	3
51.0	49.0	100	31	18	25	26	0.769	1	Bacteria	High	100.0	3
55.0	45.0	100	23	22	24	31	0.264	0	Virus	High	100.0	3
59.0	41.0	100	22	19	34	25	0.459	0	Plant	Low	100.0	1
53.0	47.0	100	27	20	29	24	0.886	1	Virus	Low	100.0	1
43.0	57.0	100	29	28	15	28	0.309	1	Virus	High	100.0	3
53.0	47.0	100	25	22	29	24	0.342	1	Virus	High	100.0	3
48.0	52.0	100	23	29	28	20	0.683	1	Bacteria	Low	100.0	1
52.0	48.0	100	23	25	26	26	0.107	1	Plant	Medium	100.0	2
44.0	56.0	100	28	28	28	16	0.235	0	Virus	Medium	100.0	2
51.0	49.0	100	24	25	26	25	0.929	1	Plant	High	100.0	3
53.0	47.0	100	23	24	27	26	0.89	1	Plant	High	100.0	3
52.0	48.0	100	23	25	27	25	0.222	1	Bacteria	High	100.0	3
42.0	58.0	100	27	31	17	25	0.568	0	Bacteria	Medium	100.0	2
48.0	52.0	100	26	26	22	26	0.568	0	Plant	Medium	100.0	2
43.0	57.0	100	34	23	16	27	0.482	1	Human	Low	100.0	1
48.0	52.0	100	30	22	17	31	0.442	0	Virus	High	100.0	3
42.0	58.0	100	26	32	22	20	0.158	1	Bacteria	High	100.0	3
47.0	53.0	100	33	20	28	19	0.958	0	Human	Low	100.0	1
52.0	48.0	100	21	27	26	26	0.111	1	Human	Medium	100.0	2
53.0	47.0	100	24	23	26	27	0.669	0	Bacteria	Low	100.0	1
50.0	50.0	100	26	24	24	26	0.863	1	Human	High	100.0	3
42.0	58.0	100	29	29	24	18	0.976	1	Human	Low	100.0	1
52.0	48.0	100	24	24	27	25	0.781	0	Plant	Low	100.0	1
60.0	40.0	100	21	19	30	30	0.507	1	Bacteria	High	100.0	3
48.0	52.0	100	27	25	23	25	0.955	0	Bacteria	Low	100.0	1
39.0	61.0	100	27	34	20	19	0.574	0	Plant	Low	100.0	1
57.0	43.0	100	19	24	29	28	0.955	1	Plant	Medium	100.0	2
43.0	57.0	100	25	32	24	19	0.445	1	Human	High	100.0	3
54.0	46.0	100	21	25	28	26	0.422	1	Human	High	100.0	3
53.0	47.0	100	22	25	25	28	0.62	0	Virus	High	100.0	3
55.0	45.0	100	23	22	27	28	0.555	1	Bacteria	Medium	100.0	2
59.0	41.0	100	23	18	26	33	0.291	1	Plant	Low	100.0	1
54.0	46.0	100	19	27	30	24	0.741	0	Bacteria	Medium	100.0	2
58.0	42.0	100	22	20	34	24	0.688	1	Bacteria	High	100.0	3
53.0	47.0	100	25	22	27	26	0.991	0	Plant	Low	100.0	1
43.0	57.0	100	30	27	28	15	0.295	1	Plant	Low	100.0	1
58.0	42.0	100	25	17	33	25	0.625	0	Bacteria	High	100.0	3
46.0	54.0	100	32	22	26	20	0.55	0	Bacteria	High	100.0	3
54.0	46.0	100	26	20	27	27	0.298	1	Bacteria	High	100.0	3
43.0	57.0	100	27	30	15	28	0.79	1	Plant	Low	100.0	1
51.0	49.0	100	26	23	30	21	0.803	1	Bacteria	Medium	100.0	2
43.0	57.0	100	28	29	24	19	0.401	1	Virus	Low	100.0	1
54.0	46.0	100	21	25	29	25	0.365	0	Human	Low	100.0	1
44.0	56.0	100	31	25	26	18	0.271	1	Bacteria	High	100.0	3
56.0	44.0	100	23	21	32	24	0.123	0	Virus	High	100.0	3
54.0	46.0	100	22	24	26	28	0.6	0	Bacteria	High	100.0	3
51.0	49.0	100	23	26	25	26	0.583	1	Plant	Medium	100.0	2
44.0	56.0	100	30	26	20	24	0.372	1	Bacteria	High	100.0	3
44.0	56.0	100	32	24	21	23	0.155	0	Virus	Medium	100.0	2
55.0	45.0	100	27	18	29	26	0.62	0	Bacteria	High	100.0	3
42.0	58.0	100	24	34	21	21	0.333	0	Human	Medium	100.0	2
54.0	46.0	100	19	27	24	30	0.286	0	Plant	Medium	100.0	2
52.0	48.0	100	27	21	20	32	0.845	1	Plant	Medium	100.0	2
48.0	52.0	100	28	24	23	25	0.638	0	Human	High	100.0	3
53.0	47.0	100	24	23	25	28	0.633	0	Human	Medium	100.0	2
52.0	48.0	100	25	23	27	25	0.228	1	Plant	High	100.0	3
58.0	42.0	100	25	17	27	31	0.967	1	Human	Low	100.0	1
53.0	47.0	100	27	20	25	28	0.634	1	Bacteria	Medium	100.0	2
50.0	50.0	100	23	27	23	27	0.469	1	Virus	Low	100.0	1
50.0	50.0	100	20	30	27	23	0.715	1	Plant	Medium	100.0	2
52.0	48.0	100	22	26	32	20	0.658	1	Plant	Medium	100.0	2
50.0	50.0	100	25	25	23	27	0.824	1	Human	Medium	100.0	2
49.0	51.0	100	24	27	20	29	0.931	1	Human	Medium	100.0	2
51.0	49.0	100	24	25	30	21	0.668	0	Human	Low	100.0	1
48.0	52.0	100	21	31	21	27	0.484	0	Bacteria	High	100.0	3
50.0	50.0	100	21	29	31	19	0.537	0	Bacteria	High	100.0	3
47.0	53.0	100	23	30	28	19	0.97	0	Plant	High	100.0	3
45.0	55.0	100	31	24	15	30	0.635	1	Plant	High	100.0	3
48.0	52.0	100	24	28	23	25	0.528	0	Virus	Medium	100.0	2
